,Rk,Player,Pos,Age,Tm,Games,Minutes Played,Player Efficiency Rating,True Shooting Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage, ,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 48 Minutes, .1,OBPM,DBPM,BPM,VORP,Season
115,116,Ivan Johnson,PF,27,ATL,5,54,7.9,.357,.063,.313,14.3,22.9,18.4,0.0,3.0,0.0,14.2,18.8,,-0.1,0.1,0.0,.013,,-3.9,-0.2,-4.1,0.0,2011-2012
116,117,Joe Johnson,SG,30,ATL,6,243,11.7,.458,.353,.235,2.7,7.6,5.0,17.4,1.8,0.3,12.4,25.4,,-0.2,0.4,0.2,.042,,1.0,-0.2,0.7,0.2,2011-2012
117,118,Dahntay Jones,SF,31,IND,7,58,4.6,.403,.500,.389,8.1,6.0,7.0,8.2,0.9,0.0,12.5,19.2,,0.0,0.0,0.0,.018,,-4.1,-1.7,-5.8,-0.1,2011-2012
118,119,James Jones,SG,31,MIA,20,173,9.8,.538,.698,.233,3.6,10.3,7.0,1.8,0.9,0.5,7.8,14.2,,0.2,0.1,0.4,.100,,-0.2,0.2,-0.1,0.1,2011-2012
119,120,DeAndre Jordan,C,23,LAC,11,249,12.7,.494,.000,.600,8.9,19.7,14.3,2.6,1.5,5.7,12.2,11.2,,0.1,0.3,0.4,.071,,-0.8,0.7,-0.2,0.1,2011-2012
120,121,Jerome Jordan,C,25,NYK,1,4,36.1,.500,.000,.000,58.3,0.0,30.4,0.0,0.0,0.0,0.0,23.7,,0.0,0.0,0.0,.245,,18.6,-10.0,8.6,0.0,2011-2012
121,122,Jason Kidd,PG,38,DAL,4,144,16.7,.507,.634,.244,2.4,18.8,10.0,29.8,4.4,0.6,19.5,18.0,,0.1,0.1,0.2,.079,,1.6,4.0,5.6,0.3,2011-2012
122,123,Kyle Korver,SG,30,CHI,6,94,9.1,.503,.591,.091,1.2,10.2,5.8,15.6,1.7,2.4,17.9,13.8,,0.0,0.2,0.1,.074,,-1.8,1.7,-0.2,0.0,2011-2012
123,124,Kosta Koufos,C,22,DEN,3,26,2.1,.333,.000,.000,15.8,26.7,21.3,0.0,0.0,2.7,50.0,10.1,,-0.1,0.0,0.0,-0.072,,-9.0,-2.3,-11.3,-0.1,2011-2012
124,125,Ty Lawson,PG,24,DEN,7,242,23.2,.567,.257,.174,1.7,5.7,3.8,30.5,1.5,0.3,6.4,22.7,,1.0,0.0,1.0,.196,,5.9,0.5,6.4,0.5,2011-2012
125,126,Kawhi Leonard,SF,20,SAS,14,379,15.1,.623,.444,.178,5.8,19.2,12.8,3.1,2.3,1.1,11.8,13.5,,0.6,0.5,1.2,.146,,1.6,2.2,3.7,0.5,2011-2012
126,127,John Lucas III,PG,29,CHI,5,94,11.8,.526,.325,.050,2.4,5.7,4.1,18.5,0.0,0.0,12.8,23.2,,0.0,0.1,0.1,.062,,1.6,-1.8,-0.2,0.0,2011-2012
127,128,Ian Mahinmi,C,25,DAL,4,70,23.5,.735,.000,.929,14.5,16.6,15.5,0.0,2.3,3.7,4.8,13.6,,0.4,0.0,0.4,.288,,2.8,2.3,5.1,0.1,2011-2012
128,129,Shawn Marion,SF,33,DAL,4,140,11.4,.529,.350,.250,7.3,21.2,13.8,5.3,0.4,3.1,18.4,17.9,,0.0,0.0,0.1,.019,,-1.3,-0.1,-1.4,0.0,2011-2012
129,130,Kenyon Martin,PF,34,LAC,11,193,12.9,.538,.000,.190,7.0,15.2,11.1,2.6,1.1,7.8,8.1,12.4,,0.2,0.2,0.4,.102,,-1.9,3.0,1.1,0.2,2011-2012
130,131,O.J. Mayo,SG,24,MEM,7,163,7.7,.420,.387,.435,1.5,17.8,9.4,16.3,3.0,0.5,19.6,26.1,,-0.3,0.3,-0.1,-0.023,,-4.1,0.9,-3.2,0.0,2011-2012
131,132,JaVale McGee,C,24,DEN,7,181,20.3,.466,.000,.491,13.1,24.1,18.7,4.1,1.5,8.7,5.8,16.6,,0.3,0.3,0.6,.159,,0.8,2.1,2.9,0.2,2011-2012
132,133,Tracy McGrady,SF,32,ATL,6,90,6.5,.436,.154,.231,7.4,15.1,11.0,12.3,0.0,1.8,25.9,20.6,,-0.2,0.1,-0.1,-0.045,,-2.6,-1.0,-3.6,0.0,2011-2012
133,134,Josh McRoberts,PF,24,LAL,6,16,-1.7,.250,.250,.000,0.0,27.3,13.4,9.3,0.0,4.4,33.3,17.0,,-0.1,0.0,-0.1,-0.237,,-8.8,-0.9,-9.7,0.0,2011-2012
134,135,Jodie Meeks,SG,24,PHI,13,102,10.3,.544,.500,.538,2.1,2.3,2.2,6.8,1.6,0.7,11.1,17.0,,0.1,0.1,0.2,.116,,-1.9,0.7,-1.2,0.0,2011-2012
135,136,Andre Miller,SG,35,DEN,7,200,18.4,.496,.096,.205,7.2,12.4,9.8,32.5,2.4,0.4,17.6,21.2,,0.3,0.1,0.5,.109,,1.8,0.9,2.7,0.2,2011-2012
136,137,Mike Miller,SG,31,MIA,23,368,12.0,.578,.758,.111,3.0,15.8,9.6,7.5,1.3,0.4,10.4,15.1,,0.6,0.4,1.0,.136,,0.8,0.7,1.5,0.3,2011-2012
137,138,Patty Mills,PG,23,SAS,8,31,19.3,.682,.455,.000,3.9,7.2,5.6,27.0,1.7,0.0,21.4,21.0,,0.1,0.0,0.1,.162,,4.7,-0.1,4.6,0.1,2011-2012
138,139,Paul Millsap,PF,26,UTA,4,139,11.5,.393,.056,.296,11.7,23.2,16.8,2.7,0.4,5.8,12.8,21.8,,-0.2,0.1,-0.2,-0.058,,-1.2,-1.2,-2.4,0.0,2011-2012
139,140,Nazr Mohammed,C,34,OKC,8,83,7.1,.507,.000,.250,10.3,12.8,11.5,1.8,0.0,3.0,10.1,11.2,,0.1,0.0,0.1,.054,,-5.4,-1.6,-7.0,-0.1,2011-2012
140,141,E'Twaun Moore,PG,22,BOS,9,21,3.1,.282,.250,.250,0.0,16.4,8.5,23.9,0.0,3.8,10.1,23.0,,-0.1,0.0,-0.1,-0.139,,-6.9,-0.9,-7.8,0.0,2011-2012
141,142,Darius Morris,PG,21,LAL,4,8,63.2,1.050,.333,1.333,0.0,0.0,0.0,100.0,0.0,0.0,17.4,32.6,,0.2,0.0,0.2,.922,,24.9,5.7,30.6,0.1,2011-2012
142,143,Timofey Mozgov,C,25,DEN,7,99,11.9,.491,.000,.320,10.4,13.0,11.7,4.5,1.1,4.3,14.9,14.9,,0.1,0.1,0.1,.060,,-3.6,0.4,-3.2,0.0,2011-2012
143,144,Troy Murphy,PF,31,LAL,4,15,5.4,1.500,1.000,.000,0.0,21.8,10.7,0.0,0.0,0.0,66.7,9.0,,0.0,0.0,0.0,-0.093,,-2.9,-1.4,-4.3,0.0,2011-2012
144,145,Gary Neal,SG,27,SAS,14,217,14.6,.598,.439,.159,0.6,8.8,4.8,14.3,0.5,0.0,11.1,21.2,,0.4,0.1,0.5,.116,,1.4,-0.1,1.3,0.2,2011-2012
145,146,Jameer Nelson,PG,29,ORL,5,182,15.7,.481,.338,.216,0.6,11.6,6.0,38.3,1.2,0.4,11.0,24.5,,0.2,0.1,0.3,.070,,1.7,-0.1,1.5,0.2,2011-2012
146,147,Joakim Noah,C,26,CHI,3,99,28.7,.730,.000,.423,10.2,20.4,15.4,17.6,1.1,3.0,3.1,15.0,,0.5,0.2,0.7,.345,,8.3,3.6,11.9,0.4,2011-2012
147,148,Steve Novak,PF,28,NYK,5,95,4.8,.667,.778,.000,3.7,16.0,9.6,0.0,0.0,1.0,25.0,6.0,,0.0,0.0,0.0,.008,,-1.1,-0.7,-1.8,0.0,2011-2012
148,149,Dirk Nowitzki,PF,33,DAL,4,154,22.5,.560,.078,.545,2.2,18.4,9.8,10.4,1.0,0.0,9.5,31.5,,0.5,0.0,0.4,.139,,3.7,-0.5,3.2,0.2,2011-2012
149,150,Daniel Orton,PF,21,ORL,4,9,20.0,1.136,0,0,0.0,26.0,12.8,0.0,0.0,0.0,0.0,9.6,,0.1,0.0,0.1,.464,,-1.1,4.1,3.0,0.0,2011-2012
150,151,Jannero Pargo,PG,32,ATL,5,46,7.2,.381,.571,.000,2.4,10.8,6.3,25.0,2.4,0.0,12.5,25.0,,-0.1,0.1,0.0,-0.023,,-0.9,0.4,-0.5,0.0,2011-2012
151,152,Tony Parker,PG,29,SAS,14,506,19.4,.535,.093,.391,1.9,9.3,5.8,31.9,1.3,0.0,14.3,28.3,,1.1,0.3,1.4,.134,,2.3,-1.1,1.1,0.4,2011-2012
152,153,Chris Paul,PG,26,LAC,11,423,20.0,.525,.238,.287,1.8,14.5,8.1,37.7,3.8,0.2,18.9,26.0,,0.5,0.4,0.9,.103,,2.6,1.1,3.7,0.6,2011-2012
153,154,Sasha Pavlović,SF,28,BOS,10,40,1.0,.389,.556,.000,6.2,8.6,7.4,4.0,1.4,2.0,30.8,15.9,,-0.1,0.0,-0.1,-0.100,,-6.6,-0.4,-7.0,-0.1,2011-2012
154,155,Kendrick Perkins,C,27,OKC,20,517,8.0,.470,.000,.281,8.2,20.3,14.4,3.6,0.7,4.0,22.5,11.7,,-0.1,0.3,0.1,.014,,-3.3,0.1,-3.2,-0.2,2011-2012
155,156,Paul Pierce,SF,34,BOS,20,778,16.1,.516,.280,.395,2.2,15.8,9.2,14.8,2.1,1.9,13.3,26.5,,0.3,1.3,1.7,.102,,1.3,1.2,2.4,0.9,2011-2012
156,157,Mickaël Piétrus,SG,29,BOS,20,393,4.3,.431,.740,.219,3.8,8.5,6.2,0.8,1.9,1.0,10.1,11.1,,-0.3,0.5,0.3,.031,,-4.1,0.8,-3.3,-0.1,2011-2012
157,158,Dexter Pittman,C,23,MIA,3,8,-5.5,.000,.000,.000,0.0,0.0,0.0,17.3,0.0,10.2,0.0,12.0,,0.0,0.0,0.0,-0.170,,-9.9,3.8,-6.1,0.0,2011-2012
158,159,Quincy Pondexter,SF,23,MEM,7,114,12.5,.751,.222,.500,3.1,14.4,8.6,3.1,1.9,0.0,18.5,10.9,,0.2,0.1,0.4,.154,,-0.6,3.1,2.4,0.1,2011-2012
159,160,A.J. Price,PG,25,IND,4,7,21.4,.500,.000,.000,16.7,16.4,16.6,25.8,0.0,0.0,0.0,13.2,,0.0,0.0,0.0,.223,,5.6,0.2,5.8,0.0,2011-2012
160,161,Vladimir Radmanović,SF,31,ATL,2,15,-11.9,.000,.750,.000,0.0,8.2,3.9,10.2,0.0,0.0,0.0,12.8,,-0.1,0.0,-0.1,-0.231,,-12.1,-3.1,-15.2,0.0,2011-2012
161,162,Zach Randolph,PF,30,MEM,7,248,15.0,.464,.045,.398,12.9,21.4,17.0,4.7,1.5,1.4,9.6,21.4,,0.2,0.3,0.6,.110,,0.1,-0.4,-0.3,0.1,2011-2012
162,163,JJ Redick,SG,27,ORL,5,123,15.3,.538,.432,.318,0.0,4.8,2.3,27.2,0.5,0.0,10.7,22.3,,0.2,0.0,0.2,.080,,2.3,-0.9,1.4,0.1,2011-2012
163,164,Jason Richardson,SG,31,ORL,5,148,12.6,.489,.509,.226,3.1,11.9,7.4,6.9,2.2,1.0,9.3,21.2,,0.0,0.1,0.1,.028,,0.4,0.6,1.0,0.1,2011-2012
164,165,Quentin Richardson,SF,31,ORL,5,74,2.1,.400,.467,.000,0.0,34.9,17.1,4.8,0.7,0.0,28.6,13.9,,-0.2,0.1,-0.1,-0.082,,-7.5,0.8,-6.7,-0.1,2011-2012
165,166,Rajon Rondo,PG,25,BOS,19,810,22.0,.505,.100,.186,5.3,13.2,9.4,54.0,3.0,0.2,18.1,24.0,,1.3,1.3,2.6,.155,,4.4,2.1,6.4,1.7,2011-2012
166,167,Derrick Rose,PG,23,CHI,1,37,22.9,.482,.261,.087,9.1,17.2,13.3,52.3,1.5,2.0,17.3,36.3,,0.0,0.1,0.1,.092,,6.4,-1.0,5.4,0.1,2011-2012
167,168,Thabo Sefolosha,SG,27,OKC,20,446,11.7,.500,.480,.088,3.0,11.1,7.1,8.5,3.6,1.7,9.4,12.3,,0.4,0.4,0.7,.077,,-0.4,2.7,2.2,0.5,2011-2012
168,169,Josh Selby,PG,20,MEM,1,0,,0,0,0,,,,,,,0,,,0.0,0.0,0.0,,,-4.1,-1.1,-5.2,0.0,2011-2012
169,170,Ramon Sessions,PG,25,LAL,12,380,8.2,.448,.219,.307,0.8,9.5,5.1,18.3,0.6,0.2,14.5,18.0,,-0.1,-0.1,-0.2,-0.027,,-3.6,-2.7,-6.3,-0.4,2011-2012
170,171,Iman Shumpert,PG,21,NYK,1,19,-5.9,.000,.500,.000,0.0,6.7,3.2,0.0,2.9,0.0,33.3,7.5,,-0.1,0.0,-0.1,-0.189,,-9.8,-0.3,-10.2,0.0,2011-2012
171,172,Xavier Silas,SG,24,PHI,2,4,37.9,1.000,.000,.000,26.7,29.7,28.1,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,.422,,14.0,2.1,16.2,0.0,2011-2012
172,173,Bobby Simmons,SF,31,LAC,4,32,5.9,.611,.444,.000,0.0,3.8,1.9,0.0,0.0,0.0,10.0,15.1,,0.0,0.0,0.0,.022,,-3.3,-2.8,-6.2,0.0,2011-2012
173,174,Ish Smith,PG,23,ORL,1,5,11.7,0,0,0,0.0,23.4,11.5,0.0,0.0,15.4,0,0.0,,0.0,0.0,0.0,.086,,1.3,8.0,9.3,0.0,2011-2012
174,175,J.R. Smith,SG,26,NYK,5,175,5.4,.384,.368,.105,1.3,8.0,4.5,12.6,1.9,0.5,12.2,24.5,,-0.3,0.0,-0.4,-0.097,,-2.9,-0.4,-3.3,-0.1,2011-2012
175,176,Josh Smith,PF,26,ATL,5,196,15.8,.432,.045,.239,5.6,36.6,20.2,25.6,0.8,2.0,13.4,27.5,,-0.2,0.5,0.2,.059,,0.9,2.1,3.1,0.3,2011-2012
176,177,Marreese Speights,PF,24,MEM,7,100,19.1,.507,.000,.244,15.4,21.5,18.3,4.3,1.6,2.6,9.9,23.3,,0.2,0.2,0.3,.151,,0.5,0.0,0.5,0.1,2011-2012
177,178,Tiago Splitter,C,27,SAS,13,168,16.6,.576,.000,.915,5.8,18.7,12.5,9.7,1.5,1.7,12.0,20.7,,0.3,0.2,0.5,.131,,-0.4,1.5,1.2,0.1,2011-2012
178,179,Lance Stephenson,SG,21,IND,4,12,-11.0,.304,.222,.222,0.0,0.0,0.0,15.7,0.0,0.0,16.8,45.8,,-0.1,0.0,-0.1,-0.440,,-13.0,-9.4,-22.5,-0.1,2011-2012
179,180,Greg Stiemsma,C,26,BOS,19,143,14.3,.678,.000,.333,7.7,25.7,17.0,5.7,1.5,6.2,16.2,8.4,,0.3,0.3,0.6,.197,,-2.0,4.6,2.6,0.2,2011-2012
180,181,Julyan Stone,SG,23,DEN,2,5,33.2,.500,.000,.000,20.6,0.0,10.1,66.6,0.0,0.0,0.0,17.6,,0.0,0.0,0.0,.321,,12.3,0.0,12.3,0.0,2011-2012
181,182,Amar'e Stoudemire,PF,29,NYK,4,139,16.9,.631,.000,.778,6.7,16.4,11.4,4.4,2.0,0.7,19.9,20.5,,0.3,0.0,0.3,.104,,0.8,1.0,1.8,0.1,2011-2012
182,183,Jeff Teague,PG,23,ATL,6,225,14.3,.516,.233,.260,2.0,9.9,5.7,21.4,1.2,1.8,10.9,19.5,,0.3,0.4,0.7,.139,,1.3,1.5,2.8,0.3,2011-2012
183,184,Jason Terry,SG,34,DAL,4,139,12.5,.579,.455,.182,0.8,7.4,3.9,21.1,0.4,0.0,14.4,18.4,,0.2,-0.1,0.2,.052,,1.2,-1.3,-0.1,0.1,2011-2012
184,185,Jamaal Tinsley,PG,33,UTA,4,65,3.3,.345,.200,.200,0.0,3.7,1.6,30.5,1.6,0.0,21.6,18.5,,-0.2,0.0,-0.2,-0.139,,-5.4,-2.5,-7.9,-0.1,2011-2012
185,186,Ronny Turiaf,C,29,MIA,12,121,8.4,.504,.000,.611,11.3,19.6,15.5,1.3,0.5,5.4,20.8,11.4,,0.0,0.2,0.2,.075,,-4.1,1.4,-2.7,0.0,2011-2012
186,187,Hedo Türkoğlu,SF,32,ORL,5,162,7.7,.458,.293,.268,2.8,7.2,5.0,13.7,1.7,1.9,16.4,16.6,,-0.1,0.1,0.0,-0.010,,-3.3,0.1,-3.2,-0.1,2011-2012
187,188,Evan Turner,SF,23,PHI,13,449,9.0,.414,.039,.312,3.3,22.2,12.3,13.1,1.5,1.0,14.6,21.9,,-0.8,0.8,0.0,.002,,-3.6,0.5,-3.1,-0.1,2011-2012
188,189,Nikola Vučević,C,21,PHI,1,3,0.6,.266,.000,2.000,0.0,39.6,18.7,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.0,-0.183,,-7.5,-7.4,-14.9,0.0,2011-2012
189,190,Dwyane Wade,SG,30,MIA,23,907,22.0,.526,.080,.390,4.4,11.5,8.0,21.9,2.3,2.7,12.0,29.9,,1.8,1.3,3.1,.165,,3.9,1.4,5.3,1.7,2011-2012
190,191,Von Wafer,SG,26,ORL,1,6,23.2,.600,.000,.000,0.0,19.5,9.6,0.0,0.0,0.0,16.7,48.9,,0.0,0.0,0.0,-0.074,,0.9,-0.1,0.8,0.0,2011-2012
191,192,C.J. Watson,PG,27,CHI,6,164,7.3,.338,.276,.276,0.7,7.8,4.3,32.3,1.7,0.0,9.7,20.4,,-0.2,0.2,0.0,.002,,-2.8,-0.3,-3.1,0.0,2011-2012
192,193,David West,PF,31,IND,11,416,15.7,.502,.000,.297,5.9,20.2,13.1,9.8,1.0,1.2,9.2,20.5,,0.6,0.6,1.2,.134,,1.0,0.5,1.5,0.4,2011-2012
193,194,Delonte West,PG,28,DAL,4,88,13.5,.532,.231,.192,2.6,7.3,4.8,17.1,1.8,0.0,9.6,16.3,,0.1,0.0,0.1,.072,,0.6,0.3,0.9,0.1,2011-2012
194,195,Russell Westbrook,PG,23,OKC,20,767,22.6,.506,.160,.273,3.5,13.4,8.5,28.0,2.1,0.9,9.0,30.7,,1.8,0.3,2.1,.133,,3.9,-0.5,3.4,1.0,2011-2012
195,196,Lou Williams,PG,25,PHI,13,358,12.8,.452,.338,.366,0.9,8.0,4.2,20.6,2.0,0.0,8.8,24.2,,0.0,0.5,0.5,.062,,0.1,0.1,0.2,0.2,2011-2012
196,197,Marvin Williams,SF,25,ATL,6,145,12.4,.480,.356,.200,3.8,23.9,13.3,6.4,1.1,1.1,5.8,17.2,,0.1,0.3,0.4,.121,,1.3,0.9,2.2,0.2,2011-2012
197,198,Mo Williams,SG,29,LAC,11,229,14.2,.531,.351,.138,0.5,4.3,2.4,12.3,1.4,1.7,10.7,23.5,,0.2,0.0,0.2,.043,,1.8,-1.2,0.6,0.2,2011-2012
198,199,Sean Williams,C,25,BOS,2,6,-10.5,0,0,0,0.0,19.1,9.9,0.0,0.0,0.0,100.0,8.2,,0.0,0.0,0.0,-0.207,,-15.6,-1.5,-17.0,0.0,2011-2012
199,200,Metta World Peace,SF,32,LAL,6,236,12.6,.522,.600,.267,1.3,8.3,4.8,9.3,3.0,1.2,6.9,13.8,,0.3,0.1,0.4,.084,,0.5,2.3,2.8,0.3,2011-2012
200,201,Brandan Wright,C,24,DAL,4,27,2.7,.425,.000,.400,8.4,14.3,11.1,0.0,2.0,3.2,33.8,15.1,,-0.1,0.0,-0.1,-0.117,,-8.1,-0.8,-8.8,0.0,2011-2012
201,202,Nick Young,SG,26,LAC,11,200,13.9,.607,.493,.269,0.6,6.7,3.7,2.6,0.8,1.6,8.5,19.8,,0.4,0.0,0.4,.101,,1.9,-0.8,1.1,0.2,2011-2012
202,203,Sam Young,SF,26,PHI,2,4,-21.3,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,,0.0,0.0,0.0,-0.551,,-15.3,-9.7,-25.0,0.0,2011-2012
203,204,Thaddeus Young,PF,23,PHI,13,277,14.5,.478,.000,.341,9.6,18.5,13.8,10.3,1.4,1.9,12.5,20.7,,0.1,0.5,0.6,.100,,-0.4,0.7,0.3,0.2,2011-2012
204,1,Ray Allen,SG,37,MIA,23,573,14.4,.598,.558,.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,,1.1,0.5,1.5,.129,,1.5,-0.8,0.7,0.4,2012-2013
205,2,Tony Allen,SG,31,MEM,15,422,17.7,.512,.064,.464,9.9,16.2,12.9,11.3,3.9,1.0,11.2,18.7,,0.6,0.7,1.3,.148,,0.4,3.9,4.2,0.7,2012-2013
206,3,Chris Andersen,C,34,MIA,20,303,24.9,.815,.000,.860,13.3,17.6,15.5,1.7,1.6,6.2,12.3,14.3,,1.4,0.5,1.9,.309,,2.8,2.8,5.5,0.6,2012-2013
207,4,James Anderson,SG,23,HOU,2,18,-1.4,.200,.600,.000,6.1,18.9,12.4,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,-0.1,-0.140,,-7.5,-3.2,-10.7,0.0,2012-2013
208,5,Carmelo Anthony,PF,28,NYK,12,481,20.4,.497,.184,.281,2.5,18.2,9.7,9.3,1.5,0.4,8.2,38.0,,0.4,0.8,1.1,.114,,4.1,-1.2,2.9,0.6,2012-2013
209,6,Joel Anthony,C,30,MIA,14,71,6.4,.300,.000,.000,17.7,18.8,18.3,0.0,1.5,4.8,23.1,8.9,,0.0,0.1,0.1,.047,,-4.9,-0.7,-5.6,-0.1,2012-2013
210,7,Darrell Arthur,PF,24,MEM,15,175,11.1,.509,.038,.170,9.1,17.3,13.0,6.2,0.6,1.9,10.9,17.0,,0.2,0.2,0.3,.086,,-3.4,1.2,-2.3,0.0,2012-2013
211,8,Ömer Aşık,C,26,HOU,6,208,16.9,.620,.000,1.205,11.1,25.1,18.0,2.4,0.7,4.2,16.7,15.2,,0.4,0.1,0.5,.123,,0.2,0.8,1.0,0.2,2012-2013
212,9,D.J. Augustin,PG,25,IND,19,316,9.7,.579,.676,.437,0.8,4.6,2.8,7.1,1.2,0.0,10.6,14.0,,0.5,0.2,0.7,.106,,-1.1,0.8,-0.3,0.1,2012-2013
213,10,Gustavo Ayón,C,27,MIL,3,7,14.1,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,,0.0,0.0,0.0,-0.045,,0.3,-3.9,-3.6,0.0,2012-2013
214,11,Jeff Ayres,PF,25,IND,9,71,2.0,.333,.042,.000,6.9,22.2,14.9,2.5,0.0,2.3,11.1,17.8,,-0.2,0.1,-0.1,-0.052,,-8.0,-1.5,-9.5,-0.1,2012-2013
215,12,Harrison Barnes,SF,20,GSW,12,461,13.8,.544,.321,.216,4.6,13.7,9.4,5.1,0.8,0.8,8.3,18.7,,0.7,0.3,1.0,.103,,0.5,-0.1,0.4,0.3,2012-2013
216,13,Matt Barnes,SF,32,LAC,6,162,18.4,.678,.386,.432,5.7,17.6,11.9,3.2,1.3,0.9,8.7,17.2,,0.6,0.0,0.6,.166,,3.4,-0.3,3.1,0.2,2012-2013
217,14,Brandon Bass,PF,27,BOS,6,204,9.3,.562,.000,.517,5.2,17.3,11.8,6.7,0.5,0.4,12.3,10.1,,0.2,0.3,0.5,.120,,-2.2,1.3,-0.8,0.1,2012-2013
218,15,Shane Battier,SF,34,MIA,22,392,7.4,.489,.946,.301,2.9,9.0,6.0,4.6,0.7,1.3,4.5,13.6,,0.4,0.3,0.6,.077,,-0.9,-1.1,-2.0,0.0,2012-2013
219,16,Jerryd Bayless,PG,24,MEM,15,320,11.5,.468,.431,.190,0.4,11.5,5.6,18.4,1.2,1.3,9.7,24.0,,0.0,0.3,0.3,.040,,-0.8,0.1,-0.7,0.1,2012-2013
220,17,Aron Baynes,C,26,SAS,4,23,10.6,.571,.000,.000,10.3,14.5,12.5,0.0,0.0,0.0,12.5,16.5,,0.0,0.0,0.0,.090,,-5.0,-2.5,-7.5,0.0,2012-2013
221,18,Kent Bazemore,SG,23,GSW,9,16,-13.7,.102,.125,.500,7.4,26.7,17.5,17.1,3.2,0.0,17.0,32.8,,-0.2,0.0,-0.2,-0.514,,-19.6,-4.8,-24.4,-0.1,2012-2013
222,19,Marco Belinelli,SG,26,CHI,12,325,13.7,.547,.439,.308,0.0,13.6,6.6,16.6,0.8,0.0,11.0,19.8,,0.5,0.0,0.5,.079,,0.0,0.5,0.5,0.2,2012-2013
223,20,Patrick Beverley,PG,24,HOU,6,200,14.6,.521,.369,.108,6.0,12.5,9.2,14.8,1.8,1.8,8.1,16.3,,0.4,0.0,0.4,.096,,1.0,1.2,2.2,0.2,2012-2013
224,21,Andris Biedriņš,C,26,GSW,3,17,6.4,0,0,0,13.9,31.4,23.1,7.4,0.0,9.2,100.0,2.6,,0.0,0.0,0.0,.094,,-8.6,6.3,-2.4,0.0,2012-2013
225,22,Chauncey Billups,SG,36,LAC,6,115,5.7,.453,.472,.306,2.3,10.8,6.7,8.2,0.5,0.7,16.4,20.6,,-0.1,-0.1,-0.2,-0.080,,-1.9,-4.0,-5.9,-0.1,2012-2013
226,23,DeJuan Blair,PF,23,SAS,12,76,31.2,.619,.000,.265,9.4,26.3,18.1,18.7,3.5,1.0,2.6,24.2,,0.4,0.2,0.6,.348,,3.2,4.3,7.5,0.2,2012-2013
227,24,Steve Blake,PG,32,LAL,2,75,12.1,.492,.429,.036,0.0,12.7,6.2,11.7,2.8,2.9,12.3,20.2,,0.0,0.0,0.0,-0.008,,-0.4,2.1,1.7,0.1,2012-2013
228,25,Andray Blatche,C,26,BRK,7,138,21.7,.550,.000,.293,8.5,21.2,14.7,12.4,0.8,1.6,7.1,24.1,,0.4,0.1,0.5,.184,,2.9,0.1,3.0,0.2,2012-2013
229,26,Eric Bledsoe,PG,23,LAC,6,97,19.8,.553,.300,.400,2.7,16.6,9.9,32.1,1.1,2.4,12.4,20.1,,0.2,0.0,0.3,.124,,4.3,1.2,5.5,0.2,2012-2013
230,27,Keith Bogans,SG,32,BRK,2,23,-2.3,.000,1.000,.000,0.0,10.6,5.2,11.8,0.0,0.0,50.0,4.1,,0.0,0.0,0.0,-0.063,,-7.7,-0.7,-8.4,0.0,2012-2013
231,28,Andrew Bogut,C,28,GSW,12,327,16.1,.558,.000,.343,14.1,30.1,22.5,10.0,0.9,4.3,22.2,13.5,,0.3,0.5,0.8,.122,,-0.3,2.6,2.3,0.3,2012-2013
232,29,Matt Bonner,PF,32,SAS,20,267,12.7,.630,.542,.203,4.0,12.5,8.4,3.4,1.0,1.4,3.0,11.7,,0.6,0.3,0.9,.169,,0.1,1.2,1.2,0.2,2012-2013
233,30,Carlos Boozer,PF,31,CHI,12,431,16.7,.524,.006,.268,9.7,23.5,16.4,8.1,1.3,0.2,13.4,23.8,,0.4,0.2,0.6,.063,,0.3,-0.7,-0.4,0.2,2012-2013
234,31,Chris Bosh,C,28,MIA,23,751,16.8,.524,.154,.250,6.4,20.8,13.7,7.6,1.7,4.1,9.2,18.9,,1.0,1.2,2.2,.140,,1.1,0.8,1.9,0.7,2012-2013
235,32,Avery Bradley,PG,22,BOS,6,191,6.7,.457,.190,.095,2.1,5.8,4.1,8.5,3.2,0.5,20.1,14.6,,-0.3,0.3,0.0,.009,,-4.6,2.6,-2.0,0.0,2012-2013
236,33,Corey Brewer,SF,26,DEN,6,146,7.3,.421,.529,.309,2.2,7.1,4.4,7.6,2.0,0.6,8.3,24.6,,-0.2,0.0,-0.2,-0.051,,-3.7,-1.7,-5.4,-0.1,2012-2013
237,34,Ronnie Brewer,SF,27,OKC,1,8,-0.5,0,0,0,0.0,13.9,7.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,.026,,-4.1,1.0,-3.1,0.0,2012-2013
